Wetterstation 1766 FMO;;;;;;;;
Parameter;Durchschnittl. Temperatur;Durschnittl. rel. Luftfeuchtigkeit;Windgeschwindigkeit;Windrichtung;Durchschn. Luftdruck;Globalstrahlung;Globalstrahlung;Gesamtniederschlag
Einheit;┬░C;%;m/s;deg;hPa;umgerechnet in W/m2;J/cm2;mm
H├Âhe d. Messger├ñts ├╝ber Grund;2 m;2 m;10 m;10 m;0 m;o.A.;o.A.;1 m
H├Âhe d. Station ├╝ber NN;47,8 m;47,8 m;47,8 m;47,8 m;47,8 m;o.A.;o.A.;47,8 m
Messmethode;Platin Widerstandsthermometer;Kapazitiver Feuchtesensor;Schalensternanemometer;Windfahne;Digitalbarometer;o.A.;o.A.;Niederschlagskippwaage
MESS_DATUM;TT_10;RF_10;FF_10;DD_10;PP_10/ Luftdruck;FG in W/m2 (Stundensummen);FG in J/cm2 (Stundensummen);RWS_10
27.11.2025 10:20;3,4;83,3;4;180;1012,6;58,33333333;3,5;0
27.11.2025 10:30;3,5;83,7;3,9;180;1012,6;58,33333333;3,5;0
27.11.2025 10:40;3,6;81,9;4;180;1012,5;58,33333333;3,5;0
27.11.2025 10:50;3,9;81,7;4,1;190;1012,5;58,33333333;3,5;0,01
27.11.2025 11:00;4;81,9;3,8;190;1012,4;69,45;4,167;0,02
27.11.2025 11:10;4,1;81,3;4,3;190;1012,2;69,45;4,167;0,02
27.11.2025 11:20;4,2;82,9;4,6;190;1012,1;69,45;4,167;0
27.11.2025 11:30;4,3;81,7;4,4;190;1011,9;69,45;4,167;0,01
27.11.2025 11:40;4,3;81,4;5,2;190;1011,9;69,45;4,167;0,01
27.11.2025 11:50;4,4;80,5;4,7;200;1011,9;69,45;4,167;0
27.11.2025 12:00;4,5;80,9;4,9;190;1011,6;61,11666667;3,667;0
27.11.2025 12:10;4,7;80,2;4,7;200;1011,6;61,11666667;3,667;0
27.11.2025 12:20;4,8;79,9;4,2;190;1011,5;61,11666667;3,667;0
27.11.2025 12:30;5;79,7;3,6;200;1011,5;61,11666667;3,667;0
27.11.2025 12:40;5,1;78,7;4,2;200;1011,4;61,11666667;3,667;0
27.11.2025 12:50;5,1;79,8;4,5;200;1011,3;61,11666667;3,667;0
27.11.2025 13:00;5;80,8;4,6;200;1011,2;30,55;1,833;0
27.11.2025 13:10;4,9;84,8;5,7;200;1011,2;30,55;1,833;0,02
27.11.2025 13:20;4,7;88;4,4;200;1011,4;30,55;1,833;0,02
27.11.2025 13:30;4,5;91,7;4,6;200;1011,4;30,55;1,833;0,14
27.11.2025 13:40;4,4;93,4;4,7;200;1011,3;30,55;1,833;0,17
27.11.2025 13:50;4,4;94,3;4,6;200;1011,3;30,55;1,833;0,22
27.11.2025 14:00;4,3;94,4;4,5;200;1011,3;19,45;1,167;0,12
27.11.2025 14:10;4,3;95,1;4,2;190;1011,2;19,45;1,167;0,14
27.11.2025 14:20;4,3;94,9;4,5;190;1011,2;19,45;1,167;0,21
27.11.2025 14:30;4,3;94,6;4,1;200;1011,2;19,45;1,167;0,21
27.11.2025 14:40;4,4;95;4,4;190;1011;19,45;1,167;0,19
27.11.2025 14:50;4,4;94,4;4,2;190;1010,8;19,45;1,167;0,12
27.11.2025 15:00;4,5;94,8;4,4;190;1010,7;8,333333333;0,5;0,1
27.11.2025 15:10;4,5;94,3;4,1;190;1010,7;8,333333333;0,5;0,16
27.11.2025 15:20;4,6;95,1;3,5;190;1010,8;8,333333333;0,5;0,16
27.11.2025 15:30;4,7;94,8;4;190;1010,7;8,333333333;0,5;0,15
27.11.2025 15:40;4,7;94,2;3,9;190;1010,7;8,333333333;0,5;0,09
27.11.2025 15:50;4,8;94;4,1;200;1010,7;8,333333333;0,5;0,03
27.11.2025 16:00;4,9;93,1;4,1;200;1010,8;2,783333333;0,167;0,01
27.11.2025 16:10;5;93,6;4,2;200;1010,8;2,783333333;0,167;0
27.11.2025 16:20;5;92,9;4,9;210;1010,8;2,783333333;0,167;0,04
27.11.2025 16:30;5,1;93;4,5;210;1010,8;2,783333333;0,167;0
27.11.2025 16:40;5,2;93;4,4;200;1010,7;2,783333333;0,167;0
27.11.2025 16:50;5,2;92,9;4,2;210;1010,7;2,783333333;0,167;0
27.11.2025 17:00;5,3;93,5;4,1;200;1010,7;0;0;0
27.11.2025 17:10;5,3;93,8;4,1;200;1010,7;0;0;0
27.11.2025 17:20;5,4;93,5;5;210;1010,6;0;0;0
27.11.2025 17:30;5,4;94,4;4,1;200;1010,7;0;0;0
27.11.2025 17:40;5,5;94;4,3;210;1010,9;0;0;0
27.11.2025 17:50;5,5;94,2;4,1;210;1010,8;0;0;0
27.11.2025 18:00;5,5;94,3;4,6;200;1010,9;0;0;0
27.11.2025 18:10;5,6;94,9;4,5;200;1010,8;0;0;0
27.11.2025 18:20;5,6;94,7;4,6;210;1011;0;0;0
27.11.2025 18:30;5,6;95,2;4,3;200;1011,1;0;0;0
27.11.2025 18:40;5,7;95,3;4,2;210;1011,1;0;0;0
27.11.2025 18:50;5,7;95,7;4,6;200;1011;0;0;0
27.11.2025 19:00;5,7;96;4,7;200;1011,2;0;0;0
27.11.2025 19:10;5,7;96,1;4,1;200;1011,1;0;0;0
27.11.2025 19:20;5,8;95,8;4,5;200;1011,1;0;0;0
27.11.2025 19:30;5,8;95,7;4,8;200;1011,1;0;0;0
27.11.2025 19:40;5,9;95,5;5,5;200;1011,1;0;0;0
27.11.2025 19:50;5,9;96;5;200;1011,1;0;0;0
27.11.2025 20:00;5,9;95,9;5;200;1011,2;0;0;0
27.11.2025 20:10;5,9;96;4,8;200;1011,2;0;0;0
27.11.2025 20:20;5,9;95,7;4,5;200;1011,3;0;0;0
27.11.2025 20:30;6;96,1;4,3;200;1011,4;0;0;0
27.11.2025 20:40;6;95,6;4,1;200;1011,4;0;0;0
27.11.2025 20:50;6;95,5;5,1;200;1011,3;0;0;0
27.11.2025 21:00;6;95,6;4,8;200;1011,3;0;0;0
27.11.2025 21:10;6;95,2;4,8;200;1011,2;0;0;0
27.11.2025 21:20;6,1;95,4;5;200;1011,2;0;0;0
27.11.2025 21:30;6,1;95,3;4,8;200;1011,3;0;0;0
27.11.2025 21:40;6,1;95,4;4,8;200;1011,3;0;0;0
27.11.2025 21:50;6,2;94,5;5,2;200;1011,3;0;0;0
27.11.2025 22:00;6,2;94,8;5,4;210;1011,4;0;0;0
27.11.2025 22:10;6,2;94,8;5,1;210;1011,3;0;0;0
27.11.2025 22:20;6,2;95;4,8;190;1011,1;0;0;0
27.11.2025 22:30;6,3;95;5,1;200;1011,1;0;0;0
27.11.2025 22:40;6,3;95,4;4,3;200;1011,2;0;0;0
27.11.2025 22:50;6,3;95,2;4,5;200;1011,2;0;0;0
27.11.2025 23:00;6,3;95;4,8;200;1011,2;0;0;0
27.11.2025 23:10;6,3;95,3;4,5;200;1011,2;0;0;0
27.11.2025 23:20;6,3;95,2;5,4;200;1011,2;0;0;0
27.11.2025 23:30;6,3;95,2;4,7;200;1011,1;0;0;0
27.11.2025 23:40;6,3;95;4,7;190;1011;0;0;0
27.11.2025 23:50;6,4;94,9;4,2;200;1011,1;0;0;0
28.11.2025 00:00;6,5;92,7;4,2;200;1011,1;0;0;0
28.11.2025 00:10;6,4;94,1;4,6;210;1011,1;0;0;0
28.11.2025 00:20;6,5;93,8;3,8;200;1011,1;0;0;0
28.11.2025 00:30;6,5;93,8;4,3;200;1011,1;0;0;0
28.11.2025 00:40;6,5;94,2;4,2;200;1010,9;0;0;0
28.11.2025 00:50;6,5;93,6;5;200;1010,9;0;0;0
28.11.2025 01:00;6,5;94,3;4,2;200;1010,8;0;0;0
28.11.2025 01:10;6,5;95,1;4,3;200;1010,8;0;0;0
28.11.2025 01:20;6,4;95,4;4,2;200;1010,7;0;0;0
28.11.2025 01:30;6,4;95,4;4,5;200;1010,6;0;0;0
28.11.2025 01:40;6,4;95,9;4,2;190;1010,5;0;0;0
28.11.2025 01:50;6,5;95,5;3,9;200;1010,5;0;0;0
28.11.2025 02:00;6,5;95;4,6;200;1010,6;0;0;0
28.11.2025 02:10;6,6;95;4,3;200;1010,5;0;0;0
28.11.2025 02:20;6,6;96,3;3,7;210;1010,6;0;0;0
28.11.2025 02:30;6,6;95,8;4,4;210;1010,5;0;0;0
28.11.2025 02:40;6,5;96,2;4,1;200;1010,4;0;0;0
28.11.2025 02:50;6,5;96,4;3,9;200;1010,4;0;0;0
28.11.2025 03:00;6,6;95,7;4,2;200;1010,4;0;0;0
28.11.2025 03:10;6,6;95,8;3,9;190;1010,3;0;0;0
28.11.2025 03:20;6,6;95,7;3,9;200;1010,2;0;0;0
28.11.2025 03:30;6,6;96,1;3,4;200;1010;0;0;0
28.11.2025 03:40;6,7;95,5;4,1;200;1009,9;0;0;0
28.11.2025 03:50;6,7;95,4;4;200;1010;0;0;0
28.11.2025 04:00;6,7;95,1;4,5;200;1009,9;0;0;0
28.11.2025 04:10;6,8;95,1;4,3;200;1009,9;0;0;0
28.11.2025 04:20;6,7;96,2;4;190;1009,8;0;0;0
28.11.2025 04:30;6,7;96,1;4;190;1009,6;0;0;0
28.11.2025 04:40;6,7;96,2;3,7;190;1009,6;0;0;0,02
28.11.2025 04:50;6,8;96,5;4;190;1009,6;0;0;0,02
28.11.2025 05:00;6,8;95,9;3,9;200;1009,6;0;0;0,04
28.11.2025 05:10;6,8;95,9;4,5;190;1009,6;0;0;0,01
28.11.2025 05:20;6,9;95,7;4,3;200;1009,6;0;0;0,02
28.11.2025 05:30;6,9;96,5;4,1;200;1009,6;0;0;0,08
28.11.2025 05:40;6,9;96,8;4,1;190;1009,6;0;0;0,08
28.11.2025 05:50;6,9;96,8;3,8;190;1009,6;0;0;0,02
28.11.2025 06:00;6,8;96,8;3,6;190;1009,5;0;0;0,15
28.11.2025 06:10;6,8;96,9;3,6;190;1009,5;0;0;0,1
28.11.2025 06:20;6,8;97,3;3,4;180;1009,5;0;0;0,08
28.11.2025 06:30;6,8;97,4;3;180;1009,4;0;0;0,06
28.11.2025 06:40;6,8;97,3;3,3;180;1009,5;0;0;0,07
28.11.2025 06:50;6,8;97;3,4;190;1009,4;0;0;0,05
28.11.2025 07:00;6,9;96,7;3,5;180;1009,4;0;0;0,22
28.11.2025 07:10;6,9;96,7;3,4;190;1009,4;0;0;0,01
28.11.2025 07:20;6,9;95,9;3,4;190;1009,3;0;0;0,02
28.11.2025 07:30;6,9;96,2;3,3;190;1009,3;0;0;0,22
28.11.2025 07:40;6,9;96,3;3;180;1009,2;0;0;0,08
28.11.2025 07:50;6,9;96,2;3,3;190;1009,3;0;0;0,04
28.11.2025 08:00;6,9;96,2;3,5;190;1009,3;2,783333333;0,167;0,02
28.11.2025 08:10;6,9;96;3,9;190;1009,3;2,783333333;0,167;0,01
28.11.2025 08:20;6,9;95,7;3,9;190;1009,3;2,783333333;0,167;0,02
28.11.2025 08:30;7;96,1;3,8;190;1009,3;2,783333333;0,167;0,1
28.11.2025 08:40;7;95,7;3,8;190;1009,3;2,783333333;0,167;0,02
28.11.2025 08:50;7;95,6;3,7;190;1009,3;2,783333333;0,167;0
28.11.2025 09:00;7;95,5;3,4;180;1009,3;19,45;1,167;0
28.11.2025 09:10;7;96;3,6;180;1009,3;19,45;1,167;0
28.11.2025 09:20;7;96,5;3,8;180;1009,3;19,45;1,167;0
28.11.2025 09:30;7;96,6;3,7;180;1009,3;19,45;1,167;0
28.11.2025 09:40;7,1;96,6;3,6;180;1009,3;19,45;1,167;0
28.11.2025 09:50;7,1;96,2;3,6;190;1009,3;19,45;1,167;0
28.11.2025 10:00;7,1;95,8;3,4;190;1009,3;19,45;1,167;0
28.11.2025 10:10;7,2;96,7;3,6;190;1009,3;19,45;1,167;0
28.11.2025 10:20;7,2;97;3,7;190;1009,3;19,45;1,167;0,02
28.11.2025 10:30;7,2;97,1;3,9;190;1009,3;19,45;1,167;0,03
28.11.2025 10:40;7,3;96,7;3,9;180;1009,3;19,45;1,167;0
28.11.2025 10:50;7,3;96,2;3,6;190;1009,2;19,45;1,167;0
28.11.2025 11:00;7,4;96,6;3,4;180;1009,2;13,88333333;0,833;0
28.11.2025 11:10;7,4;95,7;3,9;190;1009,1;13,88333333;0,833;0
28.11.2025 11:20;7,5;96,4;3,4;190;1009;13,88333333;0,833;0
28.11.2025 11:30;7,5;96,1;3,5;190;1008,9;13,88333333;0,833;0,02
28.11.2025 11:40;7,5;96,3;3,9;200;1008,8;13,88333333;0,833;0,13
28.11.2025 11:50;7,6;96,5;3,4;200;1008,8;13,88333333;0,833;0,06
28.11.2025 12:00;7,6;97;3,2;190;1008,6;36,11666667;2,167;0,04
28.11.2025 12:10;7,6;96,9;3,4;190;1008,4;36,11666667;2,167;0,02
28.11.2025 12:20;7,7;96,5;2,8;190;1008,4;36,11666667;2,167;0
28.11.2025 12:30;7,8;96,3;3;200;1008,3;36,11666667;2,167;0
28.11.2025 12:40;7,9;95,8;3,3;190;1008,1;36,11666667;2,167;0,01
28.11.2025 12:50;7,9;95,9;3,4;190;1008,1;36,11666667;2,167;0
28.11.2025 13:00;8;95,4;2,9;200;1008;44,45;2,667;0
28.11.2025 13:10;8,1;95,3;3,3;200;1007,9;44,45;2,667;0
28.11.2025 13:20;8,2;95,3;3,2;200;1007,7;44,45;2,667;0
28.11.2025 13:30;8,2;94,9;3,5;200;1007,6;44,45;2,667;0
28.11.2025 13:40;8,3;94,8;3,6;190;1007,5;44,45;2,667;0
28.11.2025 13:50;8,3;94,6;3,4;200;1007,4;44,45;2,667;0
28.11.2025 14:00;8,3;94,7;3,2;200;1007,3;22,21666667;1,333;0
28.11.2025 14:10;8,4;94,5;3,5;200;1007,2;22,21666667;1,333;0
28.11.2025 14:20;8,4;95,1;3,9;200;1007,2;22,21666667;1,333;0,12
28.11.2025 14:30;8,4;95,1;3,1;200;1007;22,21666667;1,333;0,12
28.11.2025 14:40;8,4;94,8;3,1;200;1007;22,21666667;1,333;0,02
28.11.2025 14:50;8,5;95,4;3,2;210;1006,8;22,21666667;1,333;0,1
28.11.2025 15:00;8,5;94,6;3;210;1006,8;19,45;1,167;0,01
28.11.2025 15:10;8,6;94,7;3,3;200;1006,6;19,45;1,167;0
28.11.2025 15:20;8,6;94,9;3,5;200;1006,6;19,45;1,167;0
28.11.2025 15:30;8,6;94,5;3,2;200;1006,7;19,45;1,167;0
28.11.2025 15:40;8,7;94,5;3,4;200;1006,6;19,45;1,167;0
28.11.2025 15:50;8,6;95,2;3,8;190;1006,5;19,45;1,167;0
28.11.2025 16:00;8,6;95,2;3,7;190;1006,5;2,783333333;0,167;0
28.11.2025 16:10;8,6;95,1;3,7;190;1006,5;2,783333333;0,167;0
28.11.2025 16:20;8,6;95,2;3,6;200;1006,5;2,783333333;0,167;0
28.11.2025 16:30;8,6;95,2;4;200;1006,4;2,783333333;0,167;0
28.11.2025 16:40;8,6;95,1;3,7;200;1006,3;2,783333333;0,167;0
28.11.2025 16:50;8,7;94,6;4,2;200;1006,3;2,783333333;0,167;0
28.11.2025 17:00;8,7;95,1;3,3;200;1006,2;0;0;0
28.11.2025 17:10;8,7;95,4;3,7;190;1006,2;0;0;0
28.11.2025 17:20;8,7;95,2;3,7;190;1006,1;0;0;0
28.11.2025 17:30;8,7;95,2;3,4;200;1006,2;0;0;0
28.11.2025 17:40;8,7;95,6;3,2;200;1006,3;0;0;0
28.11.2025 17:50;8,7;95,3;3,2;200;1006,3;0;0;0
28.11.2025 18:00;8,7;96;3,7;200;1006,3;0;0;0
28.11.2025 18:10;8,6;97,3;3,1;190;1006,4;0;0;0
28.11.2025 18:20;8,6;97,1;3,1;190;1006,4;0;0;0,04
28.11.2025 18:30;8,6;97,3;3,3;190;1006,4;0;0;0,05
28.11.2025 18:40;8,5;97,2;3,2;190;1006,4;0;0;0,13
28.11.2025 18:50;8,5;97,2;3,6;190;1006,5;0;0;0,05
28.11.2025 19:00;8,5;97,5;3,4;190;1006,5;0;0;0,04
28.11.2025 19:10;8,5;96,7;3,3;200;1006,6;0;0;0,03
28.11.2025 19:20;8,5;97,5;3,1;200;1006,5;0;0;0,07
28.11.2025 19:30;8,5;97;4;190;1006,6;0;0;0,02
28.11.2025 19:40;8,5;96,6;3,2;200;1006,6;0;0;0,01
28.11.2025 19:50;8,5;96,8;3,2;200;1006,6;0;0;0,03
28.11.2025 20:00;8,5;96,6;3;200;1006,6;0;0;0,01
28.11.2025 20:10;8,5;97;3,2;200;1006,6;0;0;0
28.11.2025 20:20;8,6;96,9;3,1;200;1006,6;0;0;0
28.11.2025 20:30;8,6;96,5;3,5;210;1006,6;0;0;0
28.11.2025 20:40;8,6;96,7;3,3;200;1006,6;0;0;0,01
28.11.2025 20:50;8,6;97,2;3;210;1006,5;0;0;0
28.11.2025 21:00;8,7;96,8;3,9;210;1006,5;0;0;0,01
28.11.2025 21:10;8,7;95,9;4,5;210;1006,5;0;0;0
28.11.2025 21:20;8,8;95,5;4,9;210;1006,4;0;0;0
28.11.2025 21:30;8,8;95;3,3;210;1006,4;0;0;0
28.11.2025 21:40;8,6;95,1;2,5;200;1006,4;0;0;0
28.11.2025 21:50;8,6;95,2;2,4;200;1006,5;0;0;0
28.11.2025 22:00;8,6;95,1;2,8;190;1006,3;0;0;0
28.11.2025 22:10;8,6;95,2;2,7;190;1006,2;0;0;0
28.11.2025 22:20;8,6;94,3;3;200;1006,1;0;0;0
28.11.2025 22:30;8,5;94,7;2,7;200;1006;0;0;0
28.11.2025 22:40;8,5;93,6;3,1;210;1006,1;0;0;0
28.11.2025 22:50;8,4;93,6;2,6;210;1006,1;0;0;0
28.11.2025 23:00;8,5;93,3;2,6;210;1006,1;0;0;0
28.11.2025 23:10;8,6;92,5;2,8;210;1006;0;0;0
28.11.2025 23:20;8,6;91,9;2,7;210;1006;0;0;0
28.11.2025 23:30;8,6;92,5;2,6;200;1006;0;0;0
28.11.2025 23:40;8,6;91;2,9;210;1006,1;0;0;0
28.11.2025 23:50;8,7;91,3;3;220;1006,2;0;0;0
29.11.2025 00:00;8,7;91,5;2,7;220;1006,2;0;0;0
29.11.2025 00:10;8,7;91,9;2,8;200;1006,1;0;0;0
29.11.2025 00:20;8,7;91,2;3,3;190;1006,2;0;0;0
29.11.2025 00:30;8,6;91,9;2,8;190;1006,2;0;0;0
29.11.2025 00:40;8,6;92,6;2,4;200;1006,2;0;0;0
29.11.2025 00:50;8,6;91,5;2,7;190;1006,1;0;0;0
29.11.2025 01:00;8,6;92,2;3,1;190;1006,1;0;0;0
29.11.2025 01:10;8,5;92,4;3,2;190;1006;0;0;0
29.11.2025 01:20;8,5;92,5;3,3;190;1005,9;0;0;0
29.11.2025 01:30;8,5;92,6;3,2;190;1006;0;0;0
29.11.2025 01:40;8,6;92,2;3,2;190;1005,9;0;0;0
29.11.2025 01:50;8,6;92,2;2,9;200;1005,9;0;0;0
29.11.2025 02:00;8,7;91,2;3;200;1005,8;0;0;0
29.11.2025 02:10;8,7;91,6;2,7;200;1005,8;0;0;0
29.11.2025 02:20;8,7;91,8;2,7;200;1005,7;0;0;0
29.11.2025 02:30;8,7;91,7;3;200;1005,7;0;0;0
29.11.2025 02:40;8,7;92;3,2;190;1005,8;0;0;0
29.11.2025 02:50;8,7;92,4;2,9;190;1005,8;0;0;0
29.11.2025 03:00;8,7;91,6;2,6;200;1005,9;0;0;0
29.11.2025 03:10;8,7;91,9;3,1;190;1005,8;0;0;0
29.11.2025 03:20;8,7;92,6;3,4;190;1005,8;0;0;0
29.11.2025 03:30;8,7;93,2;2,9;190;1005,9;0;0;0
29.11.2025 03:40;8,6;93,7;2,4;190;1005,9;0;0;0
29.11.2025 03:50;8,6;94;3,1;190;1005,8;0;0;0
29.11.2025 04:00;8,5;94,8;3,1;190;1005,7;0;0;0
29.11.2025 04:10;8,5;95,1;3;190;1005,5;0;0;0
29.11.2025 04:20;8,5;96;3;190;1005,5;0;0;0
29.11.2025 04:30;8,5;95,8;2,7;190;1005,5;0;0;0
29.11.2025 04:40;8,5;95,9;2,7;190;1005,5;0;0;0
29.11.2025 04:50;8,4;96,4;3;190;1005,4;0;0;0
29.11.2025 05:00;8,5;95,8;3;190;1005,4;0;0;0
29.11.2025 05:10;8,5;95,9;3,1;190;1005,4;0;0;0
29.11.2025 05:20;8,5;96,3;2,6;190;1005,4;0;0;0
29.11.2025 05:30;8,5;95,6;2,9;190;1005,4;0;0;0
29.11.2025 05:40;8,5;96;2,8;190;1005,4;0;0;0
29.11.2025 05:50;8,6;95,2;2,6;190;1005,4;0;0;0
29.11.2025 06:00;8,5;95,4;2,6;190;1005,3;0;0;0
29.11.2025 06:10;8,5;95,1;2,4;200;1005,2;0;0;0
29.11.2025 06:20;8,5;95,4;2,2;190;1005,3;0;0;0
29.11.2025 06:30;8,5;94,8;2,3;190;1005,3;0;0;0
29.11.2025 06:40;8,5;94,5;2,7;190;1005,3;0;0;0
29.11.2025 06:50;8,5;94,4;2,8;190;1005,2;0;0;0
29.11.2025 07:00;8,5;94,2;3;180;1005,1;0;0;0
29.11.2025 07:10;8,5;94;2,8;190;1005,1;0;0;0
29.11.2025 07:20;8,5;94,4;2,5;190;1005,2;0;0;0
29.11.2025 07:30;8,5;94,6;2,4;190;1005,2;0;0;0
29.11.2025 07:40;8,5;93,6;2,3;190;1005,2;0;0;0
29.11.2025 07:50;8,5;94;2,5;190;1005,1;0;0;0
29.11.2025 08:00;8,5;94,3;2,4;180;1005;5,55;0,333;0
29.11.2025 08:10;8,5;93,4;2,3;190;1005,1;5,55;0,333;0
29.11.2025 08:20;8,5;93,5;2,6;180;1005,1;5,55;0,333;0
29.11.2025 08:30;8,5;93,1;3,1;180;1005;5,55;0,333;0
29.11.2025 08:40;8,6;92,8;3;190;1005;5,55;0,333;0
29.11.2025 08:50;8,6;93,2;2,8;180;1004,9;5,55;0,333;0
29.11.2025 09:00;8,7;92;2,9;190;1005,1;36,11666667;2,167;0
29.11.2025 09:10;8,7;91,9;2,8;190;1005,1;36,11666667;2,167;0
29.11.2025 09:20;8,8;91,4;3;180;1005;36,11666667;2,167;0
29.11.2025 09:30;8,8;91,8;2,9;180;1004,9;36,11666667;2,167;0
29.11.2025 09:40;8,9;90,7;3;190;1004,9;36,11666667;2,167;0
29.11.2025 09:50;8,9;91,1;3;190;1004,8;36,11666667;2,167;0
29.11.2025 10:00;8,9;90;3,1;190;1004,8;61,11666667;3,667;0
29.11.2025 10:10;8,9;90;3,2;180;1004,8;61,11666667;3,667;0
29.11.2025 10:20;9;89,3;3,2;190;1004,8;61,11666667;3,667;0
29.11.2025 10:30;9;89,2;3,2;180;1004,8;61,11666667;3,667;0
29.11.2025 10:40;9;88,1;3,4;180;1004,8;61,11666667;3,667;0
29.11.2025 10:50;9,1;87,7;3,6;190;1004,7;61,11666667;3,667;0
29.11.2025 11:00;9,1;85,7;4;190;1004,6;80,55;4,833;0
29.11.2025 11:10;9,2;85,2;3,9;190;1004,6;80,55;4,833;0
29.11.2025 11:20;9,3;83,8;3,6;190;1004,4;80,55;4,833;0
29.11.2025 11:30;9,3;84,3;3,5;190;1004,3;80,55;4,833;0
29.11.2025 11:40;9,4;83;3,9;190;1004,2;80,55;4,833;0
29.11.2025 11:50;9,2;81;4,9;200;1004;80,55;4,833;0
29.11.2025 12:00;9,2;81;4,5;190;1003,8;83,33333333;5;0
29.11.2025 12:10;9,4;81,3;3,9;180;1003,7;83,33333333;5;0
29.11.2025 12:20;9,4;80,7;4,7;190;1003,5;83,33333333;5;0
29.11.2025 12:30;9,4;80,9;3,9;190;1003,4;83,33333333;5;0
29.11.2025 12:40;9,5;79,6;4,8;170;1003,2;83,33333333;5;0
29.11.2025 12:50;9,4;78,4;4,8;180;1003,1;83,33333333;5;0
29.11.2025 13:00;9,4;78,5;4,5;170;1003;86,11666667;5,167;0
29.11.2025 13:10;9,4;80,1;3,7;170;1002,8;86,11666667;5,167;0
29.11.2025 13:20;9,3;79,9;3,8;160;1002,6;86,11666667;5,167;0
29.11.2025 13:30;9,3;80,2;3,8;160;1002,5;86,11666667;5,167;0
29.11.2025 13:40;9,3;79,4;3,1;160;1002,5;86,11666667;5,167;0
29.11.2025 13:50;9,4;80,4;3,7;170;1002,4;86,11666667;5,167;0
29.11.2025 14:00;9,4;81;3,7;160;1002,3;77,78333333;4,667;0
29.11.2025 14:10;9,3;81;4,1;160;1002,2;77,78333333;4,667;0
29.11.2025 14:20;9,3;81,5;3,8;160;1002,1;77,78333333;4,667;0
29.11.2025 14:30;9,2;81,3;4,1;150;1002;77,78333333;4,667;0
29.11.2025 14:40;9,2;82,2;3,9;150;1001,9;77,78333333;4,667;0
29.11.2025 14:50;9,2;81,8;4,1;150;1001,8;77,78333333;4,667;0
29.11.2025 15:00;9,1;82,6;3,1;150;1001,7;27,78333333;1,667;0
29.11.2025 15:10;9;83;3,1;140;1001,6;27,78333333;1,667;0
29.11.2025 15:20;9;83,4;3,5;140;1001,5;27,78333333;1,667;0
29.11.2025 15:30;9;83,4;3,8;140;1001,4;27,78333333;1,667;0
29.11.2025 15:40;9;83,7;3,7;150;1001,3;27,78333333;1,667;0
29.11.2025 15:50;8,9;83,8;3,3;150;1001,2;27,78333333;1,667;0
29.11.2025 16:00;8,9;83,6;3,6;150;1001,3;2,783333333;0,167;0
29.11.2025 16:10;8,8;83,8;3,4;150;1001,2;2,783333333;0,167;0
29.11.2025 16:20;8,9;84,1;3,2;140;1001,2;2,783333333;0,167;0
29.11.2025 16:30;8,9;83,4;3,1;140;1001,1;2,783333333;0,167;0
29.11.2025 16:40;8,9;82,9;3;140;1001;2,783333333;0,167;0
29.11.2025 16:50;8,8;83,6;2,7;130;1000,9;2,783333333;0,167;0
29.11.2025 17:00;8,8;82,9;3;140;1000,8;0;0;0
29.11.2025 17:10;8,7;83,1;2,9;140;1000,8;0;0;0
29.11.2025 17:20;8,8;82,3;3;140;1000,8;0;0;0
29.11.2025 17:30;8,9;82;3,1;150;1000,8;0;0;0
29.11.2025 17:40;9;81,8;3,1;150;1000,8;0;0;0
29.11.2025 17:50;9;81,5;3,2;140;1000,6;0;0;0
29.11.2025 18:00;9;81,3;3,5;140;1000,6;0;0;0
29.11.2025 18:10;9,1;80,4;3,7;150;1000,5;0;0;0
29.11.2025 18:20;9,2;80,2;4;150;1000,4;0;0;0
29.11.2025 18:30;9,2;80;4,1;150;1000,4;0;0;0
29.11.2025 18:40;9,2;80,4;3,7;150;1000,3;0;0;0
29.11.2025 18:50;9,2;80,3;3,7;150;1000,3;0;0;0
29.11.2025 19:00;9,2;80,4;3,5;140;1000,2;0;0;0
29.11.2025 19:10;9,2;80,9;3,2;140;1000,1;0;0;0
29.11.2025 19:20;9,2;80,6;3,4;140;1000;0;0;0
29.11.2025 19:30;9,3;81,2;3,3;150;1000;0;0;0
29.11.2025 19:40;9,2;81,5;3,7;150;999,9;0;0;0
29.11.2025 19:50;9,2;82;3,4;140;999,8;0;0;0
29.11.2025 20:00;9;83,4;3,2;150;999,8;0;0;0
29.11.2025 20:10;9,2;83;3,7;150;999,8;0;0;0
29.11.2025 20:20;9,2;83,4;3,7;150;999,7;0;0;0
29.11.2025 20:30;9,3;83,4;4;150;999,6;0;0;0
29.11.2025 20:40;9,7;82,2;4,2;160;999,5;0;0;0
29.11.2025 20:50;9,6;83,3;3,8;160;999,4;0;0;0
29.11.2025 21:00;9,8;82,7;3,8;160;999,4;0;0;0
29.11.2025 21:10;9,8;82,8;3,9;160;999,4;0;0;0
29.11.2025 21:20;10;82,1;3,5;160;999,4;0;0;0
29.11.2025 21:30;10,2;81,8;4,2;160;999,3;0;0;0
29.11.2025 21:40;10,3;81,4;3,8;160;999,2;0;0;0
29.11.2025 21:50;10,4;81,5;3,7;160;999,2;0;0;0
